,a.csv,aal.csv,aap.csv,aapl.csv,abc.csv,abt.csv,rf
2,-0.010862619458225,0.113207547169811,-0.005943585786439,0.001728867827009,-0.007134735528905,-0.008079294819784,0
3,-0.003552971463785,-0.041431261770245,0.008719556769297,-0.015906325735357,-0.009455370292913,0.005553503535999,0.06
4,-0.0012966612219,0.029469548133595,-0.000247023944331,-0.001848580413057,-0.016036692782104,0.008284230290111,-0.066
5,-0.000324537497681,-0.019083969465649,0.003952544466403,0.006648328426739,0.010865308498254,0.00511229222914,0.002
6,0.000649383119026,-0.019455252918288,-0.009842446108328,-0.008821596167066,0.011132476435028,0.005086289630189,-0.009
7,-0.01200519104748,0.007936507936508,-0.017395650228844,-0.011375003409042,0.006833712984055,-0.002891761048338,0.012
8,0.007881707462078,0.078740157480315,0.013909938950179,0.014105531415842,0.019607880844646,0.002175133343874,0.107
9,0.014988661287426,0.02007299270073,-0.013220229483662,-0.005791606875954,0.00628690805152,0.001085170030801,-0.076
10,-0.023113996046151,-0.016100178890877,-0.006319514501529,-0.016712027885252,-0.0106578100205,0.002529324686677,0.051
11,0.012159053563881,0.025454545454545,0.004833350169592,0.044238309136222,0.016716233283804,0.012795109745098,0.066
12,-0.005519448053011,0.017730496453901,-0.008607594936709,-0.015392462226394,-0.008403434110214,0.000711726611856,-0.022
13,-0.003591250288637,-0.048780487804878,0.001787538304392,-0.01728618523641,-0.020633714835435,-0.012091013809419,0.045
14,-0.044233320964073,-0.04029304029304,0.013000305888351,-0.049598674475006,0.00300978179082,-0.018898486789522,0.058
15,0.009598937267181,-0.00381679389313,0.019124256712418,0.026902664980531,0.016879257314329,0.00348560204199,-0.006
16,-0.005432970954494,-0.032567049808429,0.001234543209877,0.014133052501282,0.012172629576812,-0.004021959653639,-0.029
17,-0.004096961421654,-0.037623762376238,0.00098646118339,0.009420238859782,-0.006559802967937,-0.010646118238983,0.009
18,-0.01645526225649,0.05761316872428,-0.02020202020202,-0.041321963600627,0.00073371239912,0.000927663180992,-0.029
19,-0.023004531195992,0.03307392996109,-0.008046240885089,-0.03627875047116,-0.000733174459928,-0.018721036118809,0.008
20,0.039243703175583,0.054613935969868,0.026362508837452,0.013901879402248,0.017975055025679,0.007555692389829,0.054
21,0.012701647353206,0.064285714285714,0.017288144367096,0.005802901513933,0.028828792792793,0.020622441141725,-0.068
22,0.001355932203843,-0.050335570469799,0,0.017206152618819,-0.008056007287426,0.003857442854789,0.016
23,-0.015910629656465,-0.030035335689046,-0.006312187577378,-0.036038705095762,-0.031779661016949,-0.015187534480818,-0.067
24,0.003439972478969,0.072859744990892,-0.005130686537992,0.017755782069934,-0.014952589350839,0.002787070490141,0.097
25,0.001028488173961,0.00679117147708,0.002210216055741,-0.006855643064796,-0.002221362458349,-0.011487855316232,0.039
26,0.007191712084418,0.086003372681282,0.018622861587286,0.010663543333479,0.007792170397322,0,0.009
27,-0.005440292604701,-0.020186335403727,0.018282463314891,-0.00545388132722,0.001104602356407,-0.001686993051334,-0.085
28,0.003760683763141,0.001584786053883,0.005197188509464,0.018193864660932,0.01213677778092,0.005257233427473,-0.043
29,0.02111716621243,0.07753164556962,0.006110505431504,0.00860723335905,-0.006177325581395,0.007284298648606,-0.031
30,0.009005970646957,0.010279001468429,-0.00420462498938,0.015071379905685,0.008043875685558,0.012238059988667,0.026
31,0.012562049998608,-0.011627906976744,0.005864414593844,-0.004178923385035,0.000725426187885,0.002930979000146,0.032
32,0.011426672823931,-0.010294117647059,-0.063666019970475,0.001876055267201,0.009786190648786,0.004018213495087,-0.072
33,0.007101355713495,0.029717682020802,-0.003736039664456,-0.006209047518935,0.010050179108034,-0.010733100539477,-0.072
34,-0.00160253205104,0.012987012987013,0.00600005,-0.006198254694283,-0.008884150990908,0.000367782597528,0.031
35,-0.009630818311397,0.00997150997151,-0.000497042718835,-0.016764774477532,-0.005019684654704,-0.007904418739193,-0.021
36,0.012317633314459,0.011283497884344,0.005967130632344,0.018268557985075,0.005045009009009,0.00667035983282,0.108
37,-0.004482869035445,-0.01255230125523,0.006673282419013,0.006677982655241,0.006812513689943,-0.003865252887859,-0.006
38,0.011900932774165,0.035310734463277,0.001718610360913,0.012970262119928,-0.001424465811966,0.002956432777324,0.063
39,0.020025397329222,0.049113233287858,0.01225490226115,0.021356695651347,0.00106986444116,0.000184174806043,0.013
40,0.008413898671817,-0.001300390117035,0.000968547238948,-0.000669907637306,0.013893801211258,0.005341725211725,0.011
41,0.002472187810717,-0.02734375,0.003628495403967,0.002298290637301,-0.016163001270661,-0.009160890996004,0
42,-0.005548735956576,-0.020080321285141,0.006989563413373,0.006592485614524,-0.000357142857143,0,-0.013
43,0.027898295101158,0.015027322404372,0.012206845672735,0.039105889052643,0.015005359056806,0.004437892252567,0.015
44,-0.004825060456869,-0.014804845222073,-0.004492858725636,0.000593692612157,-0.011967617036255,0.001840925746014,-0.076
45,0.00818178787867,0.05327868852459,-0.003800451486957,0.017984344110398,-0.002850017812611,0.006982696346369,-0.039
46,0.011722302727304,0.029831387808042,0.004530329149507,0.008160653607565,0.002143586995356,0.004197138866003,0.021
47,-0.002376678551317,-0.012594458438287,0.005934013626062,0.002935487547805,0.001069554405332,0.009267643750304,-0.021
